;url;title;platform
61;https://www.liputan6.com/news/read/5810752/infografis-tarik-ulur-rencana-kenaikan-ppn-12-persen-di-januari-2025-dan-plus-minusnya;Infografis Tarik Ulur Rencana Kenaikan PPN 12 Persen di Januari 2025 dan Plus Minusnya;liputan6.com
62;https://www.liputan6.com/bisnis/read/5810800/tarik-ulur-rencana-kenaikan-ppn-12-di-januari-2025-plus-minusnya;Tarik Ulur Rencana Kenaikan PPN 12% di Januari 2025, Plus Minusnya?;liputan6.com
63;https://www.liputan6.com/bisnis/read/5810926/ppn-12-batal-berlaku-2025-ini-kata-ditjen-pajak;PPN 12% Batal Berlaku 2025? Ini Kata Ditjen Pajak;liputan6.com
64;https://www.liputan6.com/bisnis/read/5810731/tarif-ppn-12-bakal-ditunda-ekonom-tak-jelas-maju-mundur;Tarif PPN 12% Bakal Ditunda, Ekonom: Tak Jelas Maju Mundur;liputan6.com
65;https://www.liputan6.com/bisnis/read/5810726/ppn-naik-jadi-12-buruh-minta-jatah-bansos;PPN Naik Jadi 12%, Buruh Minta Jatah Bansos;liputan6.com
66;https://www.liputan6.com/bisnis/read/5810694/siap-siap-harga-rumah-naik-5-akibat-ppn-naik-jadi-12;Siap-Siap, Harga Rumah Naik 5% Akibat PPN Naik Jadi 12%;liputan6.com
67;https://www.liputan6.com/bisnis/read/5809628/top-3-daftar-barang-yang-kena-ppn-12-per-1-januari-2025;Top 3: Daftar Barang yang Kena PPN 12% per 1 Januari 2025;liputan6.com
68;https://www.liputan6.com/bisnis/read/5809386/ppn-naik-jadi-12-pengusaha-bakal-dapat-stimulus;PPN Naik Jadi 12%, Pengusaha Bakal Dapat Stimulus;liputan6.com
69;https://www.liputan6.com/bisnis/read/5809313/kenaikan-ppn-jadi-12-pada-2025-luhut-sebut-hampir-pasti-diundur;Kenaikan PPN Jadi 12% pada 2025, Luhut Sebut Hampir Pasti Diundur;liputan6.com
70;https://www.liputan6.com/bisnis/read/5809293/persimpangan-jalan-ppn-12-dari-frugal-living-hingga-ekonomi-tersendat;Persimpangan Jalan PPN 12%: dari Frugal Living hingga Ekonomi Tersendat;liputan6.com
71;https://www.liputan6.com/bisnis/read/5809286/ppn-naik-jadi-12-tahun-depan-frugal-living-jadi-solusi;PPN Naik Jadi 12% Tahun Depan, Frugal Living Jadi Solusi?;liputan6.com
72;https://www.liputan6.com/bisnis/read/5809284/arti-frugal-living-yang-ramai-diperbincangkan-dampak-rencana-kenaikan-ppn-12;Arti Frugal Living yang Ramai Diperbincangkan Dampak Rencana Kenaikan PPN 12%;liputan6.com
73;https://www.liputan6.com/bisnis/read/5809192/ppn-12-diprediksi-tambah-penerimaan-negara-rp-75-triliun;PPN 12% Diprediksi Tambah Penerimaan Negara Rp 75 Triliun;liputan6.com
74;https://www.liputan6.com/bisnis/read/5809186/daftar-barang-yang-kena-ppn-12-per-1-januari-2025-ada-kulkas-hingga-pulsa;Daftar Barang yang Kena PPN 12% per 1 Januari 2025, Ada Kulkas hingga Pulsa;liputan6.com
75;https://www.liputan6.com/bisnis/read/5808922/kenaikan-ump-2025-jadi-angin-segar-pekerja-tapi-pupus-gara-gara-ppn-12;Kenaikan UMP 2025 Jadi Angin Segar Pekerja, tapi Pupus Gara-Gara PPN 12%;liputan6.com
76;https://www.liputan6.com/bisnis/read/5808233/hadapi-kenaikan-ump-plus-ppn-12-pengusaha-rayu-sri-mulyani;Hadapi Kenaikan UMP Plus PPN 12%, Pengusaha Rayu Sri Mulyani;liputan6.com
77;https://www.liputan6.com/bisnis/read/5804529/ppn-bakal-naik-jadi-12-pengusaha-cemaskan-hal-ini;PPN Bakal Naik jadi 12%, Pengusaha Cemaskan Hal Ini;liputan6.com
78;https://www.liputan6.com/bisnis/read/5804119/ppn-12-bikin-daya-beli-masyarakat-makin-anjlok-benarkah;PPN 12% Bikin Daya Beli Masyarakat Makin Anjlok, Benarkah?;liputan6.com
79;https://www.liputan6.com/bisnis/read/5804013/pengusaha-konstruksi-tolak-ppn-12-ini-bahayanya;Pengusaha Konstruksi Tolak PPN 12%, Ini Bahayanya;liputan6.com
80;https://www.liputan6.com/bisnis/read/5803739/kip-belum-ada-laporan-masyarakat-terkait-ppn-jadi-12;KIP: Belum Ada Laporan Masyarakat Terkait PPN jadi 12%;liputan6.com
81;https://www.liputan6.com/news/read/5803650/komisi-informasi-pusat-jelaskan-prosedur-pengaduan-terkait-kenaikan-ppn-12;Komisi Informasi Pusat Jelaskan Prosedur Pengaduan Terkait Kenaikan PPN 12%;liputan6.com
